Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,
"Terramera, Inc.",Sustainable SCM,500,6.2,18,87,85,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$92,642,343 ",
Inocucor Technologies Inc.,Lean Manufacturing,100,4.2,12,89,88,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$30,061,032 ",
Novozymes BioAg,Vendor Managed Inventory,200,10,18,88,94,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,"$66,834,973 ",
AgBiome Innovations,Lean Manufacturing,"20,000",5.2,11,91,91,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,80,11,10,High,88,85,"$15,900,477 ",
Marrone Bio Innovations,Vendor Managed Inventory,400,3.5,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,80,11,8,High,91,85,"$3,693,306 ",
Indigo Agriculture,Agile SCM,"1,500",8.2,10,90,87,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,"$6,285,089 ",
Pivot Bio,Lean Manufacturing,200,5.2,10,92,91,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,"$50,873,984 ",
Kula Bio,Agile SCM,500,7,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,82,10,8,High,90,85,"$100,990,656 ",
Holganix,Sustainable SCM,300,5.5,20,88,88,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,81,10,12,Medium,85,80,"$57,055,420 ",
Cool Planet,Lean Manufacturing,500,6,18,90,85,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,82,11,10,Medium,85,85,"$89,630,669 ",
"Actagro, LLC",Agile SCM,250,6,7,98,89,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,81,12,3,High,95,90,"$101,213,519 ",
AgroLiquid,Lean Manufacturing,300,10,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$20,088,366 ",
Agro-K Corporation,Vendor Managed Inventory,250,8.3,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$61,356,951 ",
American Plant Food Corporation,Agile SCM,"10,000",6,22,89,93,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,"$11,720,478 ",
Helena Chemical Company,Sustainable SCM,100,5,10,94,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,"$53,933,928 ",
Agrium Advanced Technologies,Vendor Managed Inventory,"75,000",7.5,15,91,90,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,"$50,166,884 ",
Supreme Growers,Just-In-Time,"70,000",6,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80,"$100,766,652 ",
Southern States Cooperative,Lean Manufacturing,100,6,20,88,85,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,80,10,12,Medium,85,80,"$109,741,849 ",
Royster-Clark,Agile SCM,200,4,12,91,94,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$70,098,340 ",
TIMAC Agro USA,Demand-Driven SCM,500,4.2,12,89,91,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$51,371,107 ",
"Andersons, Inc.",Agile SCM,300,4.5,11,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,82,11,10,High,88,85,"$93,831,306 ",
Harrell’s LLC,Agile SCM,300,5,7,98,93,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,81,12,3,High,95,90,"$78,262,146 ",
WinField United,Agile SCM,500,4.5,18,88,88,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,"$96,946,088 ",
AgXplore,Cross-Docking,400,4,12,91,93,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,"$97,084,643 ",
"Yargus Manufacturing, Inc.",Agile SCM,150,5,11,90,92,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$36,481,542 ",
"Plant Food Company, Inc.",Lean Manufacturing,100,5.8,14,90,89,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,85,10,10,Medium,85,80,"$67,105,584 ",
Krebbs Fertilizer,Just-In-Time,200,5.5,7,99,91,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,85,15,3,High,95,90,"$105,810,878 ",
Richland Fertilizer Co.,Agile SCM,150,4,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85,"$55,478,035 ",
Martin Resources,Demand-Driven SCM,"20,000",7.7,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85,"$15,033,889 ",
Growmark FS,Vendor Managed Inventory,100,9,7,98,92,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$37,407,772 ",
CPS (Crop Production Services),Vendor Managed Inventory,"1,300,000",2,11,90,94,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$87,350,523 ",
Horizon Ag-Products,Vendor Managed Inventory,200,1,9,92,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,82,12,8,High,88,85,"$43,109,629 ",
Midwestern BioAg,Lean Manufacturing,300,7,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",81,20,5,High,90,85,"$16,045,908 ",
Green Valley Chemical Corp.,Lean Manufacturing,100,8,15,91,89,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,"$73,214,390 ",
"Innvictis Crop Care, LLC",Lean Manufacturing,400,5,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,"$13,315,093 ",
XiteBio Technologies Inc.,Lean Manufacturing,150,5.8,10,92,90,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,"$769,599 ",
Anuvia Plant Nutrients,Agile SCM,150,4,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$44,079,274 ",
"BioWorks, Inc.",Lean Manufacturing,100,4,9,93,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$10,421,959 ",
BioSafe Systems,Agile SCM,300,6,7,98,89,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,80,12,3,High,95,90,"$63,020,642 ",
Terramera,Lean Manufacturing,150,4.5,2,98,88,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,80,12,5,High,90,85,"$57,395,059 ",
Interagro (UK) Ltd.,Cross-Docking,500,6.5,10,92,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$52,203,052 ",
Agri-Products,Agile SCM,400,6,15,91,88,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,"$75,092,306 ",
"Miller Chemical & Fertilizer, LLC",Lean Manufacturing,300,4.2,3,97,85,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",82,18,5,High,90,88,"$94,919,178 ",
Agricen Sciences,Agile SCM,300,4.5,12,91,85,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,81,11,10,High,88,85,"$74,993,344 ",
AdvanSix,Sustainable SCM,100,10,10,94,92,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,"$50,402,944 ",
Koch Chemical Technology Group,Agile SCM,300,6.2,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"($55,665,336,389)",
Cameron Chemicals,Lean Manufacturing,300,4.2,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$70,721,475 ",
"AgriTec International, Inc.",Agile SCM,"10,000",5,10,90,90,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,"$27,451,728 ",
Biolchim S.p.A.,Demand-Driven SCM,"20,000",6,22,89,90,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,"$38,019,583 ",
Tradecorp,Agile SCM,500,5,18,90,88,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,80,11,10,Medium,85,85,"$6,512,441 ",
Fertilizer Company of India,Lean Manufacturing,200,5.2,18,88,91,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,80,10,12,Medium,85,80,"$43,563,238 ",
Mahadhan,Agile SCM,100,4.2,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$23,101,384 ",
ArcelorMittal,Lean Manufacturing,150,4.2,10,93,91,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$37,814,055 ",
Nippon Steel Corporation,Agile SCM,250,5.8,14,90,89,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,82,9,12,Medium,85,85,"$95,415,948 ",
China Baowu Steel Group,Lean Manufacturing,400,4,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,81,12,7,High,90,85,"$4,466,272 ",
HBIS Group,Vendor Managed Inventory,200,10,15,91,90,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,82,10,12,Medium,85,85,"$101,670,590 ",
POSCO,Efficient Consumer Response,"20,000",4,4,95,91,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,81,12,5,High,90,85,"$36,869,125 ",
Shagang Group,Sustainable SCM,500,6,15,95,87,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,85,8,12,Medium,88,85,"$18,992,384 ",
Ansteel Group Corporation Limited,Lean Manufacturing,200,5.2,12,89,93,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$42,734,308 ",
JFE Steel Corporation,Agile SCM,300,6,8,94,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,"$20,812,710 ",
Tata Steel,Lean Manufacturing,100,50,11,90,92,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$69,334,165 ",
Nucor Corporation,Agile SCM,250,6.2,9,93,89,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,85,10,7,High,90,85,"$51,910,808 ",
Hyundai Steel,Demand-Driven SCM,"20,000",4.2,5,93,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,80,11,5,High,90,85,"$13,832,641 ",
Thyssenkrupp,Lean Manufacturing,150,10,10,92,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,80,10,8,High,90,85,"$109,169,701 ",
Gerdau,Agile SCM,"1,300,000",5.2,10,92,85,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,"$34,795,515 ",
JSW Steel,Vendor Managed Inventory,200,3.5,8,94,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85,"$55,723,672 ",
Shougang Group,Vendor Managed Inventory,200,8.2,20,89,89,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,82,9,12,Medium,85,80,"$91,008,394 ",
United States Steel Corporation,Agile SCM,500,5.2,7,98,88,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,81,12,3,High,95,90,"$28,433,649 ",
Maanshan Iron and Steel Company (Masteel),Agile SCM,150,7,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$88,358,552 ",
Evraz,Sustainable SCM,250,5.5,9,93,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$34,428,804 ",
Riva Group,Vendor Managed Inventory,300,6,15,91,87,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,"$27,348,976 ",
Severstal,Just-In-Time,"100,000",6,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$78,826,935 ",
Benxi Steel Group,Vendor Managed Inventory,200,10,10,90,90,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,85,11,8,High,87,85,"$91,090,293 ",
China Steel Corporation (CSC),Lean Manufacturing,"10,000",8.3,12,88,88,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,80,8,15,Medium,80,78,"$47,010,677 ",
SAIL (Steel Authority of India Limited),Lean Manufacturing,"1,000,000",6,12,89,89,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,80,10,10,Medium,85,80,"$26,778,643 ",
Rizhao Steel,Lean Manufacturing,200,5,12,90,92,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,85,9,8,High,88,85,"$100,095,392 ",
Valin Group,Vendor Managed Inventory,300,7.5,14,90,88,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85,"$70,009,468 ",
Magnitogorsk Iron and Steel Works (MMK),Agile SCM,150,6,10,92,89,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,82,11,8,High,88,85,"$54,079,038 ",
NLMK Group,Vendor Managed Inventory,100,6,10,94,92,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,81,12,7,High,90,85,"$39,521,539 ",
Novolipetsk Steel (NLMK),Agile SCM,100,4,14,88,89,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,85,10,10,Medium,85,80,"$10,292,659 ",
Essar Steel,Agile SCM,300,4.2,8,94,85,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,85,10,5,High,90,85,"$106,222,253 ",
Baotou Iron and Steel Group (Baogang Group),Lean Manufacturing,400,4.5,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$100,358,807 ",
Metalloinvest,Lean Manufacturing,400,5,10,90,85,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,"$60,304,655 ",
Liberty Steel Group,Agile SCM,300,4.5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,85,10,8,High,88,85,"$65,682,868 ",
Outokumpu,Lean Manufacturing,150,4,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85,"$69,397,492 ",
Acerinox,Vendor Managed Inventory,500,5,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80,"$54,474,456 ",
Aperam,Lean Manufacturing,300,5.8,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$73,665,033 ",
Allegheny Technologies Incorporated (ATI),Demand-Driven SCM,200,5.5,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85,"$20,840,175 ",
BlueScope Steel,Lean Manufacturing,"20,000",4,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85,"$51,715,899 ",
SSAB (Swedish Steel),Sustainable SCM,500,7.7,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,81,9,15,Medium,85,80,"$16,434,344 ",
Sahaviriya Steel Industries,Lean Manufacturing,100,9,12,89,94,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$78,998,741 ",
Voestalpine AG,Vendor Managed Inventory,200,2,18,88,91,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,"$90,012,400 ",
Usinas Siderúrgicas de Minas Gerais (Usiminas),Lean Manufacturing,"20,000",1,11,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$21,496,824 ",
AK Steel Holding,Vendor Managed Inventory,400,7,10,92,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$49,742,524 ",
"Steel Dynamics, Inc.",Agile SCM,"1,500",8,10,90,91,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,"$12,503,248 ",
Commercial Metals Company (CMC),Lean Manufacturing,200,7,10,92,89,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,80,11,8,High,88,85,"$75,012,934 ",
Nisshin Steel,Agile SCM,500,5.2,10,92,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,80,10,8,High,90,85,"$83,494,667 ",
Dongkuk Steel Mill,Sustainable SCM,300,7.5,20,88,85,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,"$5,654,238 ",
Companhia Siderúrgica Nacional (CSN),Lean Manufacturing,500,10.5,18,90,89,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,"$64,785,346 ",
HBIS Tangsteel,Agile SCM,250,5.8,7,98,88,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,82,12,3,High,95,90,"$95,632,208 ",
Nippon Steel Nisshin,Lean Manufacturing,300,7,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,81,10,8,High,90,85,"$40,820,228 ",
ThyssenKrupp Steel Europe,Vendor Managed Inventory,250,5.2,12,91,93,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85,"$2,276,361 ",
"KOBE Steel, Ltd.",Agile SCM,"10,000",6,22,89,85,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,81,9,15,Medium,85,80,"$49,907,858 ",
Aichi Steel Corporation,Sustainable SCM,100,7.2,10,94,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,"$44,066,132 ",
Jindal Steel and Power Limited,Vendor Managed Inventory,"75,000",6,15,91,88,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,"$94,569,233 ",
Zenith Steel Group,Just-In-Time,"70,000",5.5,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$43,351,877 ",
TimkenSteel Corporation,Lean Manufacturing,100,7,20,88,94,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,"$51,592,035 ",
Feralpi Group,Agile SCM,200,4.5,12,91,91,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$4,035,852 ",
Voestalpine Texas LLC,Demand-Driven SCM,500,10,12,89,89,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,80,10,10,Medium,85,80,"$23,717,336 ",
Baosteel Group,Agile SCM,300,5,11,91,93,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,80,11,10,High,88,85,"$109,885,632 ",
Tata Steel Europe,Agile SCM,300,6,7,98,88,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$84,461,359 ",
Wuhan Iron and Steel Corporation (WISCO),Agile SCM,500,5,18,88,93,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,"$21,081,789 ",
Metinvest,Cross-Docking,400,4.2,12,91,92,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,82,11,10,High,88,85,"$86,191,494 ",
Arrium,Agile SCM,150,6.5,11,90,89,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,81,9,10,High,87,80,"$57,235,485 ",
British Steel Limited,Lean Manufacturing,100,7.5,14,90,91,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,85,10,10,Medium,85,80,"$83,831,438 ",
Kloeckner Metals Corporation,Just-In-Time,200,5.8,7,99,90,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,85,15,3,High,95,90,"$5,184,503 ",
Vallourec,Agile SCM,150,5,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$35,788,922 ",
SSINA (Specialty Steel Industry of North America),Demand-Driven SCM,"20,000",5.5,12,91,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$108,987,032 ",
O'Neal Steel,Vendor Managed Inventory,100,6.5,7,98,94,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$15,192,218 ",
Reliance Steel & Aluminum Co.,Vendor Managed Inventory,"1,300,000",6,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80,"$66,653,417 ",
"Leeco Steel, LLC",Vendor Managed Inventory,200,5,9,92,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,80,12,8,High,88,85,"$79,757,502 ",
"Samuel, Son & Co., Limited",Lean Manufacturing,300,5.8,2,98,89,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85,"$99,231,167 ",
Russel Metals Inc.,Lean Manufacturing,100,4,15,91,91,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,"$67,922,033 ",
"thyssenkrupp Materials NA, Inc.",Lean Manufacturing,400,4.5,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,82,12,7,High,90,85,"$38,538,878 ",
AM Castle & Co.,Lean Manufacturing,150,5.5,10,92,91,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,81,12,8,High,89,85,"$7,130,145 ",
Ryerson Holding Corporation,Agile SCM,150,5.8,10,92,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$68,452,892 ",
Steel Warehouse Company LLC,Lean Manufacturing,100,5.2,9,93,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$40,260,457 ",
Alro Steel Corporation,Lean Manufacturing,300,4.2,7,98,88,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90,"$47,685,443 ",
"Olympic Steel, Inc.",Agile SCM,150,8.2,2,98,87,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,85,12,5,High,90,85,"$13,298,373 ",
Kloeckner Metals UK,Sustainable SCM,500,4.2,10,92,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$45,791,734 ",
Barrett Steel Limited,Agile SCM,400,5,15,91,85,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,80,10,10,Medium,85,80,"$91,959,542 ",
Celsa Group,Lean Manufacturing,300,5.8,3,97,85,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",80,18,5,High,90,88,"$52,827,730 ",
Grupo Simec,Agile SCM,300,4,12,91,92,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,"$38,660,996 ",
Jiangsu Shagang Group,Demand-Driven SCM,100,4,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,"$89,473,855 ",
Steel Authority of India Limited (SAIL),Agile SCM,300,6,11,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,82,11,10,High,88,85,"$4,833,178 ",
Mechel,Lean Manufacturing,300,4.5,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,81,11,10,High,88,85,"$40,308,783 ",
Tata Steel India,Agile SCM,"10,000",6.5,10,90,90,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,"$54,717,185 ",
Guangdong Shaogang Group,Lean Manufacturing,"20,000",6,22,89,88,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,"$62,989,021 ",
Shaanxi Steel,Agile SCM,500,4.2,18,90,91,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,"$35,562,620 ",
Panzhihua Iron and Steel,Lean Manufacturing,200,4.5,18,88,88,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,"$19,511,513 ",
Capital Steel Group (Shougang),Vendor Managed Inventory,100,10,18,87,91,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$78,725,275 ",
"Jiuquan Iron and Steel (Group) Co., Ltd.",Efficient Consumer Response,150,6.2,10,93,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85,"$21,114,004 ",
CITIC Pacific Special Steel Group,Sustainable SCM,250,4.2,14,90,90,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,80,9,12,Medium,85,85,"$77,729,133 ",
Valbruna Stainless Steel,Lean Manufacturing,400,5,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85,"$41,869,823 ",
Carpenter Technology Corporation,Agile SCM,200,6,15,91,91,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,"$90,075,654 ",
Erdemir Group,Lean Manufacturing,"20,000",5,4,95,87,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,82,12,5,High,90,85,"$71,450,612 ",
